,age,job,marital,education,default,balance,housing,loan
32333,27,1,1,1,0,2171,1,0
2165,29,1,1,1,0,177,1,0
7466,42,0,2,0,0,629,1,0
18557,54,7,1,1,0,-626,1,1
7601,33,1,2,1,0,-147,1,0
24257,37,4,1,2,1,0,0,0
19268,45,4,2,1,0,142,0,1
28297,53,2,1,2,0,71,0,1
21778,55,9,0,2,0,1402,0,0
25924,34,0,2,1,0,5057,1,0
17902,33,2,1,2,0,775,1,1
6142,33,9,2,1,0,810,1,0
25302,33,9,1,1,0,3572,1,0
38712,56,1,1,0,0,827,1,0
36892,41,0,1,1,0,124,1,0
23912,48,4,1,2,0,494,0,0
19376,57,9,1,2,0,624,0,0
26968,41,4,2,2,0,1982,0,0
9810,38,1,1,0,0,2569,0,0
12589,36,9,1,3,0,88,1,1
37309,34,4,1,2,0,3050,1,0
10127,43,4,1,2,0,5523,0,0
44215,48,10,1,1,0,817,0,0
1120,57,5,0,1,0,8266,1,0
25561,35,4,0,2,0,859,1,1
41811,64,5,1,2,0,2139,0,0
44466,82,5,0,0,0,0,0,0
40679,65,11,1,3,0,4717,0,0
40113,41,9,2,1,0,631,0,0
44392,48,3,2,0,0,46,0,0
41347,34,1,1,1,0,0,1,0
14274,37,1,1,0,0,689,1,0
31238,25,6,2,2,0,42,1,0
29037,45,3,0,0,0,221,0,0
44692,43,0,2,1,0,1707,1,0
22871,59,4,0,2,0,6144,1,0
30478,39,4,1,2,0,2976,0,0
44159,36,7,1,3,0,618,0,0
18430,31,7,1,3,0,-82,1,0
5702,35,1,1,0,0,-239,1,0
38127,38,4,1,1,0,10357,0,0
35085,26,1,1,1,0,0,1,0
8594,42,4,0,2,0,461,1,0
37157,33,1,1,1,0,780,1,0
2126,25,7,2,1,0,-439,1,0
22880,38,9,1,1,0,0,0,0
12761,30,7,1,1,0,-134,1,1
26997,59,4,1,2,0,7049,0,0
16383,30,1,1,1,0,521,1,0
34951,29,9,2,2,0,2203,1,0
27028,30,7,2,1,0,495,1,0
12443,59,5,1,1,1,49,0,1
33708,58,0,1,1,0,310,1,1
37256,47,1,1,0,0,-287,1,0
6120,55,9,1,1,0,150,1,1
29435,53,9,1,1,0,5797,1,0
41481,47,5,2,0,0,3033,0,0
9631,44,9,0,1,0,414,1,1
6947,31,1,1,1,0,1039,1,0
30338,36,6,2,2,0,351,0,0
11937,51,7,1,1,0,325,1,0
33785,27,7,2,1,0,955,0,0
35103,37,1,2,1,0,48,0,0
2822,42,0,0,1,0,146,1,0
2199,23,0,2,1,0,290,1,0
24981,40,1,0,1,0,701,0,0
9626,52,4,0,2,0,590,0,0
6439,22,9,2,1,0,28,1,0
11648,56,9,1,2,0,1062,0,0
31824,44,0,1,1,0,1807,1,1
31009,47,1,1,1,0,292,0,0
20625,48,4,1,1,0,286,0,0
41266,33,4,1,1,0,369,0,0
33837,46,4,1,2,0,213,0,0
22018,44,4,1,2,0,70,0,0
9322,46,4,1,2,0,625,1,0
36232,24,1,2,1,0,1,1,0
6638,31,9,2,1,0,55,0,0
20984,43,4,0,2,0,1819,0,1
30167,43,5,2,1,0,53,0,0
3048,51,1,1,0,0,111,1,0
12288,46,7,1,1,0,25,0,1
23143,48,9,2,1,0,957,0,0
32062,65,5,1,0,0,2173,0,0
29057,58,5,1,1,0,195,0,0
17471,31,1,1,0,0,48,1,0
20835,60,1,1,0,0,0,0,1
30715,50,11,2,1,0,86,0,0
44686,38,4,2,2,0,1027,1,0
2789,54,1,1,1,0,532,1,0
17850,52,4,1,2,0,1453,0,0
33324,38,6,0,1,0,0,1,0
43626,33,0,1,2,0,79,1,0
21073,30,4,2,2,0,334,0,0
1777,46,9,2,1,1,-1124,1,1
36050,45,1,1,1,0,-104,1,0
15634,33,10,1,1,0,-12,0,1
6561,28,9,2,2,0,4513,1,0
44650,32,8,2,1,0,5836,0,0
26959,49,4,1,2,0,436,0,0
8992,38,1,1,1,0,-3,0,1
33114,41,1,1,1,0,563,1,0
4465,34,9,0,1,0,3997,1,0
2428,23,1,2,0,0,2594,1,0
7284,40,9,1,1,0,2715,1,0
39760,26,4,2,2,0,1274,1,0
11336,45,4,1,2,0,-687,1,1
18102,32,0,1,1,0,167,1,0
2307,43,1,1,0,0,1401,1,0
29667,58,6,1,1,0,0,1,0
35565,32,1,1,1,0,2263,0,0
17108,45,7,1,1,0,88,1,0
35238,38,1,2,1,0,4860,1,0
43371,36,0,1,2,0,1145,1,0
2931,49,1,1,0,0,11317,1,0
30437,58,9,1,3,0,1617,1,0
13833,27,1,2,1,0,48,0,0
39261,47,7,1,1,0,49,1,0
16687,54,4,1,2,0,0,1,0
16477,27,7,1,1,0,0,1,0
33075,35,6,2,2,0,329,1,0
2558,50,10,1,1,0,3478,1,0
39563,30,4,2,2,0,938,0,0
45035,47,0,1,1,0,3676,0,0
31084,37,9,2,1,0,2442,0,0
22502,47,4,1,2,0,286,0,0
34085,35,7,1,3,0,618,0,0
42311,63,2,1,2,0,2707,0,0
36310,32,7,2,1,0,101,1,0
5024,27,9,1,1,0,2183,1,1
2306,35,1,1,0,0,-12,1,0
8877,28,4,2,2,0,-227,1,0
23918,46,4,0,1,0,-852,0,1
42900,29,4,2,2,0,308,0,0
5385,27,1,2,1,0,672,1,0
13529,57,6,1,1,0,65,0,1
17748,55,9,0,2,0,2298,1,0
23044,46,1,1,0,0,588,1,0
26954,46,1,0,0,0,219,1,0
13902,53,5,1,0,0,61,0,1
31966,45,0,2,1,0,946,1,0
39121,28,4,2,2,0,-386,1,0
31388,41,0,1,1,0,158,1,0
362,27,7,1,1,0,8,1,0
30568,35,4,1,2,0,506,1,0
16945,41,2,1,1,0,2959,1,0
37819,34,1,1,1,0,237,1,0
37542,29,0,2,1,0,65,1,0
9622,39,7,2,1,0,158,1,0
6168,31,0,2,1,0,4388,1,0
27839,58,5,1,1,0,374,1,1
40124,28,4,2,1,0,171,0,0
30452,32,0,0,1,0,2294,1,0
34609,37,1,1,0,0,-738,1,0
274,37,0,1,1,0,190,1,0
910,51,1,1,3,0,37,1,0
29453,34,0,1,1,0,-142,1,0
44828,34,4,1,2,0,3301,1,0
41101,82,5,1,1,0,276,0,0
38623,38,0,1,1,0,1852,1,0
29337,43,4,1,0,0,73,0,0
2743,52,0,2,1,0,3348,1,0
12710,52,4,1,1,0,3369,0,0
20949,31,4,1,2,0,512,1,0
1038,32,9,1,1,0,186,0,0
44963,37,1,1,1,0,1403,0,0
28507,32,9,2,3,0,317,1,0
36360,50,1,1,1,0,1400,1,0
30741,27,4,2,1,0,116,1,0
40405,41,1,1,1,0,203,0,0
33065,56,9,1,1,0,378,1,1
33761,34,4,1,2,0,0,0,0
44532,39,1,1,1,0,1382,1,0
31092,51,9,1,1,0,195,1,0
36999,31,0,2,2,0,253,1,0
28602,33,7,1,1,0,554,1,0
31655,57,9,1,1,0,1144,1,0
21647,33,4,1,2,0,808,1,0
29973,51,3,1,0,0,618,1,1
34925,32,1,2,1,1,-206,1,0
28255,30,7,2,1,0,-386,1,0
10766,45,1,1,0,0,866,0,0
40307,44,1,1,1,0,1127,0,0
30743,52,7,1,1,0,1351,1,0
17981,44,1,1,0,0,0,1,0
9251,58,0,1,1,0,1464,1,1
21949,51,9,1,1,0,-153,0,0
25202,33,0,1,2,0,99,1,1
15692,47,9,1,1,0,1981,1,0
3815,31,0,1,1,0,5,0,0
19930,33,4,2,2,0,59,1,0
12,53,9,1,1,0,6,1,0
17341,29,9,1,2,0,676,0,0
6680,29,0,2,1,0,1450,1,0
1252,43,1,1,1,0,0,1,0
10539,43,4,1,2,0,0,1,0
36416,30,0,2,2,0,0,1,0
13002,45,2,1,1,0,4688,0,0
10578,41,1,1,0,0,389,1,0
1847,29,9,2,2,0,433,1,0
6656,45,7,1,1,0,-839,1,0
13005,31,1,2,1,0,-2,0,1
12772,44,7,1,1,0,182,1,1
35910,46,7,0,1,0,355,1,0
18819,26,0,2,2,0,2053,0,0
21433,30,9,2,2,0,2832,0,0
9390,41,1,1,1,0,901,1,0
3777,30,9,1,1,0,-306,1,1
37411,26,0,2,1,0,96,1,0
20295,55,1,1,0,0,1512,0,0
12608,32,0,2,2,0,-59,0,1
20981,35,9,2,1,0,1717,0,0
7325,39,4,1,2,0,0,1,0
40746,46,0,1,1,0,0,0,1
29124,33,9,2,1,0,1327,1,0
6275,36,9,1,1,0,474,1,0
33251,34,4,2,3,0,355,1,0
21085,51,9,1,2,0,4455,0,0
13884,46,1,1,0,0,-388,1,1
14118,35,7,2,0,0,167,0,1
38625,38,4,1,2,0,676,0,0
36462,42,7,1,1,0,292,1,0
45182,34,9,1,1,0,133,0,0
9149,48,4,1,0,0,0,1,0
29514,30,2,1,1,0,1013,1,0
15396,34,4,0,2,0,1173,0,1
37792,47,6,1,2,0,3,1,0
15896,42,7,0,1,0,1043,1,0
13963,37,0,0,1,0,859,1,1
35869,42,6,0,2,0,216,1,0
2202,25,9,2,1,0,276,1,0
24303,49,4,1,2,0,17432,0,0
26956,31,2,2,2,1,-405,1,1
9685,51,5,0,2,0,126,0,1
17492,50,9,1,1,0,349,1,0
2704,33,1,0,1,0,-238,1,0
14632,28,8,1,2,0,1,0,0
2602,40,1,1,1,0,59,1,0
14883,35,1,1,1,0,975,1,0
14164,59,5,1,1,0,1250,0,1
43888,63,5,1,0,0,48,0,0
12995,57,9,1,2,0,-40,0,1
12803,31,1,2,1,0,1,0,1
11420,40,1,1,1,0,273,1,0
9648,27,9,2,2,0,1526,1,0
11242,47,1,2,3,0,2443,0,0
45204,73,5,1,1,0,2850,0,0
7515,20,8,2,2,0,2764,1,0
20449,42,4,0,2,0,1622,1,0
28914,36,1,1,1,0,937,1,0
34935,45,9,1,1,0,115,1,0
8056,42,9,1,1,0,3472,1,0
4449,36,7,1,1,0,380,1,0
36090,39,0,2,3,0,0,1,0
16800,44,1,1,0,0,658,1,0
29785,46,1,1,1,0,345,1,1
43306,38,4,1,3,0,76,0,0
21854,42,4,2,1,0,164,0,0
40466,69,7,1,3,0,23592,0,0
18484,47,4,1,2,0,2261,0,0
10435,43,4,2,2,0,5658,0,0
40039,32,1,1,1,0,889,1,0
18977,45,0,1,1,0,0,1,1
43143,63,5,1,3,0,1849,0,0
7742,27,1,1,1,0,1341,1,1
9614,57,9,0,1,0,204,0,0
18114,60,3,1,3,0,15681,0,0
13239,28,0,2,1,0,-126,0,1
16138,51,10,1,2,0,1634,1,0
30949,34,10,1,2,0,582,1,0
34515,37,7,0,1,0,726,1,0
38883,31,9,1,2,0,4575,1,0
24311,56,5,1,1,0,2749,1,1
16619,32,4,2,2,0,887,1,0
12440,39,9,1,1,0,-54,1,1
32591,39,1,2,0,0,561,1,0
15590,50,5,0,0,0,2790,0,0
16405,52,0,1,1,0,3703,1,0
13151,42,4,1,2,0,478,0,1
13232,51,7,2,3,0,415,0,0
14795,35,4,2,2,0,-353,1,0
15987,32,9,1,2,0,0,1,0
2586,53,1,1,1,0,1570,1,0
2955,40,9,2,3,0,3652,1,0
5717,36,9,0,1,0,19,1,1
29807,37,7,2,1,0,2,1,0
33592,34,1,1,0,0,15841,1,0
43728,29,9,2,2,0,865,0,0
19480,48,9,1,1,0,566,0,0
44239,29,0,2,1,0,1277,0,0
21215,32,9,2,1,0,3586,0,0
26532,52,10,1,1,0,105,0,0
14583,31,0,1,1,0,10,0,0
41108,34,9,2,1,0,1227,0,0
4186,52,2,0,2,0,81,1,0
3512,27,1,2,1,0,228,1,1
14044,38,9,2,1,0,1932,1,0
23389,46,0,1,1,0,68,1,0
9930,57,2,1,0,0,1153,1,1
18618,32,6,0,2,0,745,1,1
37826,45,1,1,1,0,1003,1,0
43355,26,4,2,2,0,1370,0,0
34080,47,9,1,2,0,2408,0,0
39499,46,11,1,0,0,0,0,0
26423,57,2,1,1,0,1888,0,0
45094,47,0,2,1,0,1693,1,0
6225,23,1,2,0,1,-627,1,1
29568,44,7,1,0,0,764,0,0
4038,31,6,2,1,0,532,1,0
31619,37,1,0,1,0,811,1,1
25129,32,4,1,2,0,1667,1,0
9448,48,10,1,0,0,5462,0,0
22228,57,0,1,3,0,1401,0,0
3595,60,0,1,1,0,1880,1,0
17903,36,7,1,1,0,0,0,0
1424,39,4,2,2,0,375,1,0
6049,33,1,1,1,0,-271,1,1
8009,40,1,1,0,0,540,1,0
36624,29,4,1,2,0,20,1,0
21581,30,4,1,2,0,0,0,0
4725,38,1,1,1,0,526,1,0
18008,55,10,1,1,0,4372,1,0
38750,57,1,1,1,0,1521,1,1
6077,34,4,1,2,0,4131,1,0
39928,33,9,0,2,0,0,1,0
19810,37,9,1,1,0,180,0,0
12311,41,1,1,0,0,381,0,0
28108,33,4,2,2,0,3770,0,0
7786,53,4,1,2,0,-601,1,0
42209,63,5,1,1,0,3579,0,0
30358,54,5,1,1,0,883,0,0
38046,33,7,1,1,0,207,1,0
9337,36,3,1,0,0,122,0,0
1824,23,8,2,1,0,151,1,0
8113,32,9,1,1,0,1242,1,0
11325,42,3,1,0,0,1371,0,0
44624,34,4,1,2,0,589,0,0
21804,58,5,1,1,0,168,0,0
32596,28,2,1,1,0,490,1,0
23525,40,4,1,2,0,1666,1,0
29868,26,7,1,1,0,44,1,1
2991,45,10,1,0,0,1292,1,0
29828,34,4,1,2,0,73,0,0
1489,34,1,1,1,0,129,1,0
18453,42,0,1,1,0,176,0,0
34683,61,5,0,1,0,0,0,0
924,32,1,1,1,0,-205,1,0
18474,38,7,1,1,0,4392,0,0
15541,36,2,1,2,0,99,1,0
23059,33,4,1,2,0,544,0,1
985,40,10,2,1,0,350,1,0
4759,37,1,2,3,0,3044,1,0
12356,34,1,1,0,0,5299,1,0
21462,35,9,1,1,0,150,0,0
24638,40,3,1,1,0,1029,1,1
40272,58,5,1,0,0,1077,0,0
21484,31,4,1,1,0,0,0,0
26078,50,6,2,1,0,0,1,0
27992,41,9,2,1,0,1508,0,1
18807,26,1,2,1,0,-32,1,1
3582,44,1,1,0,0,140,1,0
36750,39,4,2,2,0,0,1,0
36923,43,1,1,0,0,555,1,0
880,37,7,1,1,0,78,1,0
5439,26,10,1,2,0,454,1,1
33086,52,9,1,1,0,386,0,0
3772,36,4,0,2,0,1343,1,1
23374,54,6,1,3,0,204,0,0
16258,50,4,1,2,0,19,0,1
22125,32,9,2,1,0,0,0,0
21345,45,9,1,1,0,1629,0,0
5657,43,1,1,1,0,470,1,1
29299,30,0,2,1,0,3156,0,0
27262,36,0,2,1,0,0,1,1
11940,53,2,1,2,0,77,0,0
45177,36,0,0,1,0,1224,1,0
18012,46,0,0,1,0,1203,0,0
7424,39,0,1,1,1,0,0,0
23579,44,4,0,2,0,0,0,0
11063,27,1,2,1,0,370,1,0
43658,53,4,1,2,0,3634,0,0
11775,54,6,1,0,0,1463,0,0
43845,33,10,2,1,0,427,0,0
27245,47,1,1,0,0,333,1,0
2474,23,2,2,0,0,4,1,0
36950,38,1,2,0,0,12130,1,0
10359,44,10,1,1,0,1590,1,0
14194,32,7,2,1,0,0,0,1
25307,34,7,1,1,0,184,1,0
40138,57,5,1,1,0,1841,0,0
13633,33,4,1,2,0,437,1,0
9261,37,6,2,2,0,281,1,0
850,36,7,2,1,0,342,1,0
23480,43,4,1,2,0,228,0,0
27961,39,1,1,0,0,264,1,1
38181,34,9,1,1,0,580,1,0
42233,57,10,1,1,0,2299,0,0
24867,59,2,1,1,0,2429,0,1
10355,60,5,2,1,0,1625,0,0
21814,47,10,1,0,0,798,0,0
39748,38,9,2,1,0,311,1,0
32321,74,5,1,1,0,3771,0,0
5404,30,7,2,1,0,187,1,0
15520,32,9,2,1,0,2341,1,0
23434,56,6,1,1,0,1539,0,0
6635,30,7,1,3,0,280,1,1
1508,40,1,2,1,0,879,1,1
24714,50,9,1,1,0,0,1,0
14422,33,0,2,1,0,-110,0,0
23083,35,4,1,2,0,231,0,0
1037,60,1,0,1,0,1310,0,0
35039,37,0,1,2,0,828,1,0
29975,38,6,2,2,0,973,0,0
16618,41,0,1,1,0,2661,1,0
41537,26,8,2,2,0,13887,0,0
16683,34,9,1,1,0,945,1,1
20396,33,11,1,1,0,335,0,0
20613,55,1,1,1,0,388,0,0
34137,45,0,1,1,0,1435,1,0
21762,34,9,2,2,0,2671,0,0
25884,34,9,2,1,0,4943,1,1
35539,32,9,2,2,0,2626,1,1
42611,35,9,2,1,0,4645,1,0
33902,45,4,1,2,0,160,0,0
12985,53,1,1,0,0,1086,0,0
12141,39,0,0,1,0,32,0,1
35802,36,7,1,2,0,0,1,0
20718,51,1,1,0,0,1694,0,0
1085,35,0,1,0,0,136,1,0
28257,30,1,2,1,0,783,0,1
36235,29,7,2,1,0,31,1,0
36572,38,0,0,1,0,1533,1,0
24497,33,0,1,2,0,585,1,0
34699,29,4,2,2,0,2799,1,0
22730,59,9,1,1,0,283,0,0
282,54,9,1,2,0,258,0,0
32194,51,10,1,2,0,1801,0,0
41196,24,8,2,1,0,228,0,0
4794,38,7,1,1,0,-224,1,1
4305,57,5,1,1,0,919,1,1
22903,59,1,1,0,0,0,0,0
31658,32,9,2,2,0,948,1,0
16681,49,7,1,1,0,86,1,1
951,51,9,1,1,0,220,1,0
40140,21,8,2,1,0,794,0,0
27546,34,7,1,1,0,1637,1,0
13733,44,1,1,0,0,-237,1,0
34758,36,7,1,1,0,0,1,0
523,29,4,2,2,0,0,1,0
37850,54,5,0,2,0,2682,1,0
34538,27,2,2,1,0,376,1,1
42803,26,9,2,1,0,2002,0,0
37501,32,1,1,1,0,335,1,0
25493,33,4,2,2,0,102,1,1
3023,60,1,1,1,0,751,1,0
43013,36,9,1,2,0,341,0,0
25056,44,1,1,1,0,2455,1,0
22094,33,9,2,2,0,213,0,0
39031,38,7,0,1,0,49,1,0
29584,30,0,2,1,0,72,0,0
35580,44,4,0,2,0,0,1,0
29992,30,9,2,1,0,865,0,0
21206,46,4,1,2,0,3,0,0
30668,37,0,2,1,0,310,0,1
5212,35,1,2,1,0,773,1,0
16652,51,6,1,1,0,921,0,0
34717,36,1,1,1,0,0,1,0
1450,32,7,2,1,0,459,1,0
35867,36,1,1,1,0,535,1,0
7225,52,4,1,2,0,1177,1,0
6732,27,1,2,1,0,1401,1,0
23284,35,9,1,1,0,-1459,1,0
24008,45,9,1,1,0,183,0,0
24150,31,4,1,2,0,163,1,1
15413,31,0,2,1,0,622,0,0
13742,53,9,1,1,0,768,1,0
34189,27,8,2,3,0,1444,0,0
41128,70,4,1,2,0,10171,0,0
40306,29,7,2,1,0,2800,0,0
24336,40,4,1,2,0,5010,0,0
22241,46,4,1,2,1,549,0,0
40299,37,9,1,3,0,189,0,0
32746,43,1,0,1,0,-447,1,0
1331,46,9,1,2,0,675,1,0
40369,26,10,2,1,0,771,0,0
306,54,4,1,2,0,313,1,0
28592,37,9,1,1,0,1120,1,0
26272,38,0,1,1,0,76,0,0
35429,32,1,2,0,0,216,1,0
678,31,4,2,1,0,783,1,0
11457,41,10,0,1,0,271,1,0
8726,33,7,1,1,0,39,1,0
15517,29,0,2,1,0,788,1,0
5514,33,1,1,1,0,463,1,0
20636,42,9,1,2,0,250,0,1
5852,35,1,1,0,0,690,1,0
1372,43,4,2,2,0,2067,1,0
39048,33,1,2,1,0,-38,1,0
36723,49,2,1,1,0,89,1,0
32198,59,4,0,2,0,893,1,0
21227,35,9,1,1,0,-1041,1,1
2783,52,4,1,2,0,258,0,0
37105,35,1,1,1,0,233,1,0
20765,33,4,2,2,0,2302,1,0
38531,34,1,0,0,0,390,1,0
29895,32,0,2,1,0,678,1,0
42725,27,0,2,2,0,689,0,0
8693,41,9,1,1,0,3,1,1
13185,51,5,1,1,0,35,0,1
42612,67,5,1,0,0,1430,0,0
18467,46,1,0,3,0,2391,1,0
116,41,0,1,1,0,351,1,0
681,40,7,0,1,0,105,1,0
9799,50,7,1,1,0,1595,0,0
5509,36,1,2,0,0,4519,1,0
32820,24,1,1,1,0,-220,1,0
22320,41,9,1,1,0,1344,0,0
24934,37,6,0,2,1,353,1,1
14436,29,0,1,1,0,97,1,0
9050,56,4,0,2,0,41,0,0
889,47,4,0,2,0,447,0,1
39080,32,0,1,1,0,3540,1,0
40636,45,0,1,1,0,153,0,0
18461,36,9,0,2,0,1023,1,0
40417,40,4,1,2,0,2763,1,0
24700,38,7,1,1,0,18,1,1
6242,57,4,2,2,0,33,1,0
12108,43,4,2,1,0,2968,0,0
43727,48,9,0,1,0,-63,0,1
8170,34,4,1,2,0,986,1,0
15412,53,4,0,0,0,-17,1,1
27116,51,3,0,1,0,330,0,0
34050,34,6,2,2,0,5462,0,0
28702,27,4,2,2,0,625,0,0
43043,47,10,2,2,0,44,0,0
10688,37,2,1,2,0,264,1,1
42890,21,8,2,1,0,210,0,0
5081,26,7,2,1,0,186,1,0
8195,31,1,1,1,0,1529,1,0
40055,42,4,1,2,0,2665,1,0
4227,48,1,1,0,0,456,1,1
31190,41,4,1,1,0,280,1,0
17323,32,9,2,2,0,849,1,0
6606,34,4,2,2,0,2570,0,0
1135,28,4,1,2,0,3,1,0
31786,34,8,2,2,0,3404,1,0
29494,34,9,1,1,0,883,0,0
38646,37,1,1,0,0,-137,1,0
43040,23,8,2,1,0,431,0,0
2397,47,5,1,0,1,-13,0,0
19437,44,9,1,1,0,339,1,1
40160,23,8,2,1,0,9216,0,0
26324,30,7,0,1,0,341,1,0
28568,31,2,1,1,0,15,0,1
35291,32,1,1,0,0,-145,1,1
24435,42,9,1,2,0,14282,1,0
29003,50,7,1,1,0,545,0,0
35549,59,5,1,1,0,417,1,0
16396,47,3,1,0,0,0,0,1
77,55,7,0,1,0,91,0,0
43853,28,1,2,1,0,75,0,0
20541,34,9,1,1,0,-136,1,1
28776,26,0,2,1,0,187,0,0
11364,41,7,1,1,0,7509,0,0
18526,46,2,1,3,0,4,0,1
18696,42,6,1,1,0,0,0,0
38315,38,1,1,0,0,1099,1,0
25339,53,6,1,2,0,337,1,1
24556,44,4,1,2,0,1451,1,0
26743,58,1,0,0,0,2716,0,0
3989,44,9,0,1,0,399,1,0
21239,40,4,1,2,0,193,0,0
19357,59,1,1,0,0,638,0,0
17883,41,4,1,2,0,15,1,0
39115,21,8,2,2,0,2764,1,0
22634,45,9,2,1,0,11,0,0
2392,34,1,2,0,0,505,1,0
9812,49,5,2,0,0,505,0,0
22754,49,9,1,1,0,626,1,0
3645,39,6,1,2,0,-176,1,0
37866,47,1,2,0,0,133,1,0
31063,45,9,1,1,0,2403,0,0
5742,47,9,2,3,0,-213,1,0
30398,36,4,1,2,0,0,1,0
25084,43,9,1,1,0,17655,1,0
42837,29,0,2,2,0,514,0,0
36450,31,9,2,1,0,2377,1,0
1647,31,9,2,2,0,22,1,0
26346,34,1,2,1,0,79,0,1
35621,40,0,0,3,0,64,1,0
20928,36,4,1,2,0,396,0,0
28654,39,4,2,2,0,313,0,1
40073,40,7,1,1,0,17,0,0
32105,86,5,1,0,0,0,0,0
20409,59,4,1,2,0,37,0,0
32311,47,2,1,1,0,1375,1,0
9515,29,1,2,0,0,213,1,0
41883,46,3,2,0,0,10889,0,0
20889,47,1,1,1,0,1303,0,0
29016,37,0,0,1,0,506,1,0
22687,48,4,2,2,0,830,0,0
2490,46,1,2,0,0,355,1,0
33469,37,1,1,1,0,3884,1,0
3005,47,7,0,1,0,4906,1,0
18963,56,1,1,1,0,302,0,1
1839,26,9,2,1,0,57,1,0
6905,47,0,0,1,0,-480,0,0
19042,42,4,1,2,0,721,0,1
7756,49,4,0,2,0,-2049,1,0
22869,47,1,1,0,0,259,0,0
19938,35,2,1,2,0,2723,1,1
34456,30,7,1,1,0,-111,1,0
35622,43,1,1,1,0,232,1,0
41477,24,10,2,1,0,2696,0,0
28723,32,1,1,1,0,578,1,0
41056,36,4,1,0,0,1506,0,0
37671,34,1,1,1,0,2436,1,0
31617,34,9,2,1,0,2729,1,0
3593,53,0,1,1,0,1739,1,0
29418,26,7,2,2,0,2803,0,0
14966,32,6,1,1,0,-1668,1,1
44804,32,8,2,3,0,0,0,0
18479,44,1,1,1,0,96,1,0
30007,33,9,1,1,0,889,1,0
13666,33,1,1,0,0,-191,1,1
26279,35,7,2,1,0,5551,1,0
9521,39,9,2,1,0,201,0,1
31209,62,11,1,1,0,367,0,0
35699,34,4,2,2,0,220,1,0
39838,36,4,1,2,0,387,0,0
37602,41,1,1,3,0,2361,0,0
36268,50,0,1,1,0,326,1,0
6127,33,9,0,1,0,-119,1,0
17316,27,6,1,2,0,0,0,1
39629,25,8,2,1,0,304,0,0
36931,25,8,2,1,0,14657,1,0
7656,54,1,0,1,0,154,1,0
31263,19,8,2,3,0,27,0,0
32507,30,1,2,0,0,459,1,0
31835,41,1,1,1,0,1521,1,0
44933,33,6,1,2,0,1278,0,0
43393,84,5,1,1,0,81204,0,0
24023,51,1,1,0,0,-27,0,0
37656,43,1,1,1,0,117,1,0
26827,35,4,1,2,0,0,1,0
17270,53,2,1,2,0,1129,0,1
31000,32,4,2,2,0,19985,0,0
32394,44,7,0,1,0,35,1,0
42363,38,9,1,1,0,6728,0,0
25038,55,4,1,2,0,16786,0,0
18613,38,1,1,0,0,0,1,0
28140,60,9,1,1,0,2041,0,0
6251,54,1,1,0,0,3170,1,0
36628,38,7,1,1,0,1616,1,0
41216,47,4,1,2,0,0,0,1
22848,36,4,2,2,0,1841,1,0
27904,57,1,1,1,0,1316,0,0
12221,56,5,1,2,0,5769,0,0
40557,49,4,2,2,0,151,1,0
22625,57,3,1,3,0,0,0,0
974,31,10,1,1,0,-825,1,0
40135,26,7,2,1,0,2158,1,1
35800,37,4,1,2,0,6815,1,0
12411,52,4,1,0,0,798,1,0
27279,32,7,1,1,0,1397,1,0
26515,38,2,1,1,0,868,0,0
38711,59,1,1,1,0,437,1,0
29623,27,1,2,0,0,1,0,0
40751,33,4,1,2,0,22867,1,0
41627,42,4,0,2,0,238,0,0
7939,41,1,1,0,0,0,1,0
34798,34,1,1,3,0,41,1,0
44734,77,5,1,0,0,1385,0,0
19416,46,9,0,1,0,225,0,0
4706,36,1,1,1,0,362,1,0
28165,34,4,1,2,0,557,1,0
4076,40,1,2,3,0,-154,1,1
257,30,9,2,1,0,2573,1,0
38669,46,7,1,1,0,-119,1,0
249,51,7,1,1,0,2248,1,0
14259,36,0,2,1,0,0,1,0
31493,52,7,1,1,0,2070,0,0
20980,36,4,1,1,0,3,0,0
37677,40,10,1,1,0,270,1,0
23547,32,4,1,2,0,0,0,0
26958,30,2,2,0,0,2816,1,0
42156,33,4,2,2,0,5276,0,0
8567,43,1,0,0,0,25,1,0
26711,42,1,1,1,0,3396,1,1
5297,33,9,0,2,0,-386,1,0
34343,29,1,2,1,0,369,1,0
21929,47,3,1,1,0,0,0,0
33036,47,1,1,1,0,1388,1,0
34454,36,1,2,1,0,206,1,0
44425,48,3,2,0,0,46,0,0
12265,42,6,0,2,0,360,1,0
20403,30,4,2,2,0,115,0,0
45047,69,5,0,1,0,4189,0,0
29639,52,5,1,1,0,411,1,0
19134,38,9,1,2,0,202,0,0
29910,59,10,1,1,0,729,0,0
32960,34,4,2,2,0,-444,1,1
6184,28,4,2,2,0,939,1,0
4852,33,7,2,1,0,189,0,0
38096,29,1,2,1,0,555,1,0
20325,40,6,1,2,0,271,1,0
11659,50,5,1,0,0,29,0,0
16670,38,10,1,1,0,0,0,0
3006,35,4,2,2,0,592,0,1
4272,24,1,2,3,0,76,1,0
30626,34,0,1,2,0,37,0,0
35708,58,9,1,1,0,950,1,0
30245,31,9,2,2,0,1109,0,0
24753,44,4,1,2,0,756,1,0
10645,50,1,1,3,0,0,0,0
6355,34,1,1,1,0,763,1,0
17515,35,4,0,2,0,366,1,0
18183,29,1,1,1,0,1175,1,1
23215,38,9,1,1,0,258,0,0
36054,34,2,1,0,0,0,1,0
