,age,job,marital,education,default,balance,housing,loan
17672,45,4,1,0,0,2690,0,0
9729,42,4,1,0,0,4362,0,0
29389,33,4,2,2,0,0,1,0
19867,30,4,1,2,0,105,0,0
35664,40,6,1,1,0,167,1,1
22167,35,9,2,2,0,8,0,0
17132,38,1,1,0,0,406,1,0
7274,38,0,2,1,0,2345,1,0
28349,56,1,1,0,0,420,1,0
44711,53,0,1,1,0,0,0,0
15530,28,1,2,1,0,-193,0,0
35490,37,4,1,2,0,19,1,0
29671,54,4,1,2,0,1460,0,1
28368,34,10,2,0,0,451,0,0
45001,25,4,2,2,0,1650,1,0
41448,74,5,1,0,0,0,0,0
28465,26,6,2,2,0,-101,0,1
13895,25,10,1,2,0,118,0,1
34238,32,8,2,2,0,214,0,0
14348,28,9,1,1,0,2919,1,0
43462,25,1,2,1,0,1857,1,0
28677,47,4,0,2,0,697,1,0
35541,40,0,1,1,0,168,1,0
9091,44,7,1,3,0,67,1,0
26818,53,1,0,0,0,1480,1,0
25252,32,3,1,2,0,357,1,0
35343,29,1,2,1,0,2891,1,0
24944,36,0,2,1,0,1927,1,0
18058,40,9,1,1,0,286,0,0
15661,49,0,2,1,0,-412,1,0
23652,32,9,2,2,0,8047,1,0
27475,32,0,2,1,0,540,1,0
12119,54,1,1,0,0,1033,0,0
25412,39,9,1,2,0,3911,1,0
9583,57,5,1,1,0,3783,1,0
43507,39,1,2,1,0,1672,1,0
2295,46,1,1,0,0,0,1,0
4999,32,9,2,3,0,317,1,0
11711,60,5,1,1,0,1690,0,0
28721,33,9,1,2,0,525,1,1
10015,40,9,0,1,0,2394,0,0
28840,51,10,1,1,0,636,0,0
26824,40,7,1,1,0,5248,1,1
36540,37,4,2,2,0,1148,1,0
22311,37,9,1,1,0,1580,0,0
38559,38,7,2,1,0,70,1,0
10035,38,1,1,1,0,1116,0,0
15513,52,4,1,2,0,3754,0,0
30163,50,0,1,1,0,761,0,1
8149,40,1,1,0,0,98,1,0
37606,32,7,2,1,0,159,1,1
24885,37,1,1,0,0,0,0,0
43856,36,6,2,2,0,134,0,1
4158,41,7,2,1,0,197,1,0
25237,33,4,1,1,0,480,1,0
6895,59,9,1,1,0,0,1,1
21329,42,9,1,1,0,1018,0,0
20686,32,9,1,1,0,3095,0,0
13793,32,1,2,1,0,1143,1,1
2257,23,0,2,1,0,1104,1,0
15144,34,4,1,2,0,11,1,0
5345,36,1,1,1,0,520,1,0
21559,57,5,1,2,0,31,0,0
30767,55,9,1,1,0,517,1,1
36130,45,4,0,2,0,839,1,0
3878,57,2,1,2,1,-524,1,0
45198,37,4,1,2,0,1428,0,0
44190,66,5,1,0,0,2173,0,0
33495,48,7,1,1,0,-110,1,0
14557,44,2,1,2,0,468,1,1
22058,55,9,0,1,0,35,1,0
12911,26,0,1,1,0,383,1,1
2363,21,8,2,1,0,99,1,0
1633,47,7,1,1,0,1306,1,0
34964,47,1,1,1,0,-216,1,0
12980,26,1,2,1,0,6,0,1
33192,32,1,1,0,0,474,1,0
41222,18,8,2,3,0,35,0,0
3882,41,10,1,1,0,356,1,0
4413,32,4,0,0,0,137,1,0
13007,41,3,1,0,0,175,0,0
37914,45,0,0,2,0,569,1,0
21878,43,2,1,1,0,469,0,1
29352,46,1,1,1,0,-221,1,1
9722,56,9,1,1,0,992,0,0
33714,46,4,0,2,0,4629,0,0
7529,44,4,1,2,0,1732,1,0
6339,52,9,1,1,0,2001,1,0
41374,32,2,2,2,0,59649,0,0
32000,29,7,0,1,0,84,1,0
38214,37,1,1,1,0,222,1,0
4371,57,9,1,1,0,437,1,0
28110,29,10,2,3,0,67,0,0
9289,47,1,1,3,0,3460,1,0
35073,32,1,1,0,0,-6,1,0
607,51,1,1,0,0,653,1,1
22136,45,1,1,1,0,13156,0,0
4808,36,0,2,2,0,3954,1,0
23289,33,10,0,1,0,385,0,0
27736,26,0,2,1,0,609,0,0
20534,34,3,1,2,0,897,0,0
10810,53,5,1,1,0,1296,1,0
4355,40,1,1,0,0,-22,1,0
35470,38,6,0,2,0,1513,0,0
8875,39,1,1,1,0,518,1,0
35406,55,1,1,0,0,728,1,0
29231,33,2,1,2,0,606,1,0
7243,41,9,1,2,0,816,1,1
42947,35,4,1,2,0,62,0,0
45097,61,6,1,2,0,10861,0,0
34309,32,4,1,2,0,141,1,0
12552,50,0,1,1,0,-221,0,1
31038,26,4,2,2,0,1222,0,1
26364,56,4,1,2,0,424,1,1
14449,30,9,1,1,0,-287,1,0
35140,34,1,1,1,0,4,1,1
18005,49,2,0,3,1,-701,1,0
27781,29,0,2,2,0,8,0,0
14555,59,5,1,0,0,-90,0,1
37699,53,7,0,0,0,146,1,0
15136,37,9,1,1,0,101,0,0
41931,33,0,1,2,0,79,1,0
17401,31,7,2,1,0,456,1,0
175,53,0,0,1,0,1151,1,0
40580,32,9,1,1,0,449,0,0
3087,45,1,1,0,0,1794,1,0
9219,41,9,1,2,0,13,0,0
10485,39,9,2,1,0,175,0,1
8284,58,9,1,1,0,2073,0,0
29720,32,9,2,2,0,47,1,0
19342,56,7,1,1,0,144,0,0
24489,45,9,1,1,0,2020,1,0
43175,37,4,1,2,0,1113,0,0
29112,43,1,1,0,0,575,0,0
27289,30,4,1,1,0,-559,1,1
34767,30,6,1,2,1,-1083,1,0
5008,27,1,2,1,0,1279,1,1
40112,57,9,0,2,0,126,0,0
14096,57,0,1,1,0,2518,1,0
6116,36,4,1,2,0,293,1,0
13866,56,0,1,1,0,510,1,0
44471,32,8,2,2,0,0,0,0
42974,55,9,0,1,0,3450,0,0
19096,47,0,1,1,0,718,1,1
7561,30,1,2,1,0,931,1,0
39398,31,7,2,1,0,658,0,0
6686,41,0,0,1,0,-365,1,0
3135,43,9,2,1,0,28,1,0
12295,34,0,2,1,0,1,0,0
43240,31,9,1,2,0,1570,1,0
44152,24,8,2,1,0,1123,0,0
29279,41,7,0,1,0,-376,1,0
8747,27,1,2,1,0,1065,1,1
29071,56,9,1,1,0,778,0,0
24567,53,0,1,1,0,350,0,1
25997,31,8,2,3,0,2144,1,0
37249,34,9,1,1,0,178,1,0
26421,31,6,2,1,0,1086,0,0
9435,40,1,2,0,0,1055,0,0
26799,39,4,2,2,0,889,0,0
6075,52,1,1,0,0,-63,1,0
18248,34,0,1,1,0,244,1,0
35589,33,9,0,1,0,0,1,0
19849,34,4,1,2,0,101,0,0
15621,35,4,1,2,0,1582,0,0
12059,44,9,1,1,0,5597,0,0
3953,24,5,2,1,0,366,0,1
4753,41,1,1,0,0,1250,1,0
21494,49,9,1,1,0,2,0,0
501,32,9,2,3,0,-170,0,0
40491,53,0,2,1,0,1958,0,0
39271,24,9,2,1,0,-156,1,0
21696,56,4,1,2,0,0,0,0
22524,46,3,1,0,0,131,0,0
10446,55,3,0,0,0,0,0,0
24746,54,9,0,1,0,2868,0,0
34886,37,6,1,0,0,90,1,0
25734,54,4,1,2,0,2650,1,1
4390,41,7,2,1,0,397,1,0
11647,37,2,1,2,0,2685,0,0
32725,53,5,0,1,0,-172,1,1
31236,38,0,1,1,0,2549,0,0
31551,54,5,1,0,0,136,1,0
35655,53,9,0,3,0,629,1,0
17332,35,1,1,1,0,449,1,0
37171,32,1,2,1,0,681,0,1
42661,48,10,1,1,0,817,0,0
36026,43,1,1,1,0,704,1,0
15071,29,4,1,2,0,727,1,0
15347,25,0,1,1,0,18,1,0
2729,33,7,1,1,0,184,1,0
22858,30,4,2,2,0,4213,0,0
11136,32,7,1,1,0,201,1,0
6433,30,1,2,1,0,-93,1,0
43746,70,5,0,0,0,4531,0,0
9203,53,5,1,1,0,1554,0,0
22352,31,6,1,2,0,94,0,0
20100,35,4,1,2,0,106,0,1
25894,44,1,1,0,0,612,1,1
32181,32,3,0,1,0,-613,1,0
39393,51,4,1,2,0,0,1,0
7423,46,1,1,0,0,-169,0,1
44865,29,10,2,1,0,1055,0,0
45064,52,0,1,1,0,423,1,1
15293,60,5,0,1,0,0,0,0
24635,43,4,1,2,0,0,1,0
21512,30,4,0,1,0,-274,1,1
10145,46,7,1,1,0,379,0,0
3257,52,1,0,0,0,1758,1,0
42654,29,6,2,2,0,270,1,0
19032,49,9,1,1,0,3635,1,0
40379,58,0,1,1,0,4348,1,0
20807,35,9,2,2,0,2453,1,0
27152,50,0,0,1,0,81,0,1
41666,63,3,1,0,0,333,0,0
28416,39,9,1,2,0,1889,0,0
40750,42,9,2,3,0,11115,0,0
31393,76,5,0,0,0,3049,0,0
24009,52,9,1,1,0,64,0,0
28272,27,4,1,2,0,145,0,0
10575,54,1,1,1,0,853,0,0
39459,26,8,2,3,0,689,0,0
35974,36,1,1,0,0,0,1,0
11546,59,5,1,0,0,1115,0,0
40255,29,4,2,2,0,4694,0,0
4620,33,0,1,1,0,1467,1,0
32493,33,1,2,3,0,514,1,0
38832,23,7,2,1,0,-229,1,1
15565,41,0,2,1,0,4464,1,0
34572,29,2,1,1,0,178,1,0
18796,37,1,1,1,0,2066,1,1
6776,42,9,1,1,0,570,1,0
3589,58,4,1,2,0,714,1,0
2452,46,1,1,1,0,1934,1,0
32500,48,4,2,2,0,191,1,0
30367,60,5,1,2,0,6684,1,1
13611,34,7,2,1,0,49,0,1
19297,43,4,1,2,0,-127,0,0
31017,35,9,2,1,0,1693,1,0
43170,60,3,1,0,0,211,0,0
12431,37,6,1,2,0,0,0,1
18672,42,9,1,1,0,1812,1,0
11854,41,1,1,1,0,2067,1,0
41934,92,5,1,3,0,775,0,0
21876,44,6,1,2,0,1196,0,0
14579,40,2,1,1,0,0,0,1
15663,35,6,2,2,0,577,1,0
11489,47,10,1,1,0,0,0,0
38178,51,1,0,1,0,113,0,0
19624,60,1,1,0,0,3462,0,0
39287,27,9,1,2,0,176,1,0
9528,56,10,0,2,0,832,0,0
13191,56,5,1,1,0,307,0,1
6026,40,9,1,1,0,96,1,1
4828,38,1,1,1,0,620,1,1
8167,30,1,2,1,0,99,1,0
42633,49,4,1,2,0,1093,1,1
37881,32,4,2,2,0,499,1,0
11034,55,4,1,2,0,913,0,0
4972,32,9,1,1,0,1389,1,0
28803,50,10,0,1,0,717,1,0
41290,84,5,1,0,0,1702,0,0
35088,41,1,1,1,0,-940,1,1
38263,42,0,0,1,0,-106,1,0
3648,45,1,1,0,0,91,1,0
36566,34,7,1,1,0,7,1,0
24886,39,9,2,1,0,4646,1,0
35781,28,0,2,1,0,-281,1,0
16949,43,1,1,1,0,57,1,0
41138,39,7,2,1,0,445,0,0
40497,40,9,2,2,0,431,0,0
44306,45,9,1,1,0,2776,1,0
43358,26,8,1,2,0,8750,0,0
39199,25,1,2,1,0,320,1,0
11773,44,1,2,0,0,10984,0,0
19374,37,9,2,1,1,-56,1,0
18039,31,4,1,2,0,18,1,0
30119,53,1,1,0,0,805,1,1
21830,47,9,0,1,0,689,0,0
31828,56,9,1,2,0,655,1,1
40748,65,10,1,2,0,0,0,0
6701,40,4,1,2,0,-130,1,0
35061,44,9,1,3,1,-375,1,1
37880,51,1,1,1,0,500,0,0
8441,37,6,1,2,0,1510,1,0
12970,30,0,2,1,0,52,0,1
8845,38,7,1,1,0,43,1,0
31812,55,10,1,1,0,12,0,0
11258,50,11,1,3,0,200,0,0
29816,34,7,2,1,0,1921,1,0
45119,47,0,1,1,0,1210,0,0
21018,32,9,2,2,0,1038,0,0
16917,39,9,1,1,0,355,0,0
26733,45,2,0,2,0,1273,1,1
9164,36,1,1,0,0,130,1,0
6878,25,2,2,0,0,-65,1,0
43971,34,8,2,3,0,5969,0,0
38332,31,1,2,1,0,-4,1,0
14661,25,9,2,1,0,534,0,0
8673,55,11,1,1,1,-208,1,0
35872,39,9,2,1,0,1685,1,0
35034,38,9,1,2,0,1,1,0
39451,33,9,2,1,0,2583,0,0
15740,28,1,1,0,1,-124,1,0
17056,51,2,1,1,0,2156,1,0
29265,61,4,1,2,0,6016,0,0
28874,31,6,1,2,0,227,1,1
31455,34,9,2,2,0,2658,1,0
39572,58,10,1,1,0,68,0,0
31438,49,0,1,2,0,255,1,0
21938,42,6,1,2,0,83,1,0
21055,31,9,1,1,0,3322,1,0
40813,30,4,2,2,0,533,0,0
11541,51,1,1,0,0,91,0,1
31667,46,0,2,1,0,757,1,1
23252,59,1,1,0,0,699,0,0
26210,34,2,1,2,0,368,0,1
44740,25,8,2,2,0,20,0,0
10517,47,1,0,0,0,7,0,1
42525,57,5,1,1,0,1841,0,0
35766,38,0,0,1,0,258,1,0
23512,33,9,2,2,0,0,0,0
20355,47,5,1,1,0,-71,1,0
13723,47,4,0,3,0,184,1,0
44357,23,4,2,2,0,906,0,0
34174,28,6,2,1,0,68,0,0
30279,30,7,2,0,1,81,1,0
13258,42,2,1,2,0,2476,1,0
31622,24,8,2,1,0,1684,0,0
14879,47,1,0,1,0,-4,1,0
32171,32,4,2,2,0,3981,1,0
13355,46,0,1,1,0,-121,1,1
10222,39,0,2,2,0,23,0,0
31864,54,0,1,0,0,546,1,0
41451,64,5,1,2,0,1644,0,0
16656,56,9,1,0,0,0,1,1
221,28,1,1,0,0,324,1,0
29475,31,7,1,0,0,997,1,0
20170,30,4,2,1,0,0,0,0
27054,34,9,1,1,0,6107,0,0
27487,51,1,1,1,0,0,1,0
25731,50,4,1,1,0,0,1,0
18828,36,4,1,2,0,3007,1,0
3330,45,7,1,1,0,9077,1,0
25809,41,9,1,2,0,3700,0,0
11588,54,5,0,0,0,52,0,0
5233,31,6,2,2,0,91,0,0
18360,57,2,1,3,0,20584,0,0
20969,37,9,0,1,0,2686,0,0
6910,29,0,1,1,0,5605,1,0
43380,23,7,2,1,0,488,0,0
39970,33,4,0,2,0,2240,0,0
41674,37,9,1,3,0,189,0,0
12892,32,0,2,1,0,-267,0,1
33111,32,7,2,1,0,808,1,0
25579,49,4,1,2,0,6613,0,0
10456,47,1,1,0,0,-245,1,1
17556,45,9,1,1,0,49,0,0
2887,46,1,1,1,0,1733,1,0
22822,38,4,0,2,0,162,0,0
22541,31,9,2,1,0,354,0,1
41380,43,10,1,3,0,970,1,0
28271,29,4,1,2,0,246,1,0
35283,39,2,0,1,0,-271,1,0
26816,34,7,1,1,0,1611,0,1
27914,59,5,1,1,0,1066,1,0
34666,37,0,1,1,0,176,1,0
5485,31,2,2,2,0,150,1,0
33734,32,4,2,2,0,10281,0,0
11872,39,3,0,1,1,127,0,0
43689,55,9,0,1,0,184,0,0
5646,30,4,2,2,0,2317,1,0
33482,46,0,1,1,0,0,1,1
41574,46,4,1,2,0,273,1,0
1482,37,1,0,1,0,48,1,0
28798,38,10,1,1,0,0,1,1
20959,36,4,1,2,0,406,0,0
41242,71,5,1,2,0,2651,0,0
2538,46,1,1,0,0,399,1,0
31906,55,4,0,2,0,271,1,0
16452,34,4,1,2,0,415,0,1
44792,40,2,1,2,0,3585,0,0
10501,34,7,1,1,0,-62,1,0
17198,33,2,1,2,0,114,0,1
45061,30,6,2,1,0,1031,0,0
17185,55,2,1,1,0,814,0,1
39448,32,9,1,2,0,8023,0,0
34032,28,9,2,1,0,227,0,0
12909,26,1,2,1,1,-8019,0,1
26044,43,0,2,1,0,733,1,0
15473,34,0,2,1,0,934,0,0
4616,37,1,0,1,0,614,1,0
9772,54,3,0,0,0,215,0,1
7870,41,0,1,1,0,8238,1,1
27741,42,4,0,2,0,266,0,1
32732,49,4,1,2,0,5795,1,0
27212,35,9,1,2,0,0,1,1
6253,44,1,0,0,0,68,1,0
3002,46,7,1,1,0,1757,1,0
38112,47,0,1,1,0,452,0,0
3086,42,9,1,1,0,645,1,1
1427,60,9,1,3,0,0,1,0
41183,74,5,1,0,0,10253,0,0
32060,41,3,1,0,0,0,0,0
4512,30,6,2,1,0,4011,1,0
23698,34,4,2,2,1,621,0,0
14619,34,1,2,0,0,-109,1,0
6288,33,1,1,1,0,0,1,0
8477,35,7,0,1,0,-269,1,0
9058,51,11,2,3,0,0,0,0
22049,31,9,2,1,0,36,0,0
10020,53,4,1,1,0,2522,0,0
14698,36,7,0,1,1,0,0,1
12867,46,4,1,1,0,700,0,1
32051,65,5,1,1,0,2,0,0
35804,28,8,2,1,0,231,1,0
24921,41,2,1,1,0,8491,1,0
21563,45,0,1,1,0,740,0,1
42276,61,4,1,1,0,1471,0,0
32271,28,0,1,3,0,-1,1,0
6474,28,1,2,3,0,913,1,0
33338,51,3,1,2,0,6700,1,1
7181,29,11,2,3,0,209,0,0
29575,31,1,1,0,0,845,0,0
41779,74,5,1,2,0,1124,0,0
32674,37,1,1,3,0,722,1,0
33845,70,5,0,0,0,383,0,0
40010,29,6,2,2,0,7752,0,0
23241,42,9,0,2,0,765,0,0
31070,27,6,2,2,0,970,1,0
7959,59,4,1,0,0,396,1,0
542,50,9,1,0,0,249,1,0
41232,59,4,1,2,0,474,0,0
43354,77,4,1,2,0,5619,0,0
6938,26,8,2,2,0,0,1,0
40433,30,1,1,0,0,1101,1,1
26891,39,4,2,1,0,-490,0,1
18344,48,1,1,1,0,-404,1,0
15366,33,1,1,1,0,89,1,0
5798,34,1,1,0,0,-367,1,0
16033,37,9,1,1,0,54,1,1
17810,43,4,1,2,0,1800,0,0
1748,25,0,2,1,0,787,1,0
25486,31,4,2,2,0,3625,1,0
10134,57,3,0,0,0,395,0,0
18567,52,1,1,0,0,655,1,1
16455,42,9,1,1,0,-470,1,1
12393,34,9,1,1,0,2019,1,1
22081,47,4,1,2,0,1224,0,0
35632,57,4,0,2,0,52,1,0
12420,37,9,0,1,0,1309,0,1
29556,37,9,1,1,0,1116,1,0
37429,42,1,1,1,0,-336,1,0
21655,43,3,0,2,0,42,1,0
40591,34,9,1,1,0,603,1,0
16596,37,2,1,0,0,-204,1,0
6988,39,1,1,1,0,2612,1,0
31775,49,4,1,2,0,78,1,0
35118,29,4,1,2,0,0,1,0
3461,56,10,1,1,0,2552,1,0
30612,32,7,2,1,0,124,1,0
21231,54,1,1,1,0,10,1,0
15731,45,4,1,2,0,210,1,0
392,46,9,0,2,0,477,1,0
44968,27,8,2,2,0,838,0,0
13308,41,1,0,3,0,19,0,1
22452,46,4,2,2,0,0,0,0
22179,30,9,2,1,0,0,0,0
10200,42,6,1,2,0,2821,0,0
20045,46,3,1,0,0,269,0,0
21449,48,9,1,2,0,9207,0,0
13636,46,1,1,1,0,6253,1,0
10251,60,4,1,2,0,79,0,0
28964,53,4,1,1,0,-264,0,1
24882,38,2,1,3,0,259,0,0
34478,43,1,1,1,0,130,0,0
25086,33,0,1,2,0,46,1,0
28228,42,1,0,0,0,299,1,0
29842,51,4,1,2,0,371,0,0
35313,54,4,0,2,0,0,1,0
26312,42,2,1,1,0,0,1,0
15586,54,10,2,2,0,252,1,0
19513,46,0,1,1,0,311,0,0
26355,40,9,1,1,0,4341,0,0
2914,41,0,1,1,0,3634,1,0
12707,39,4,1,2,0,1007,1,0
20367,40,4,0,2,0,3426,0,0
28700,27,9,2,2,0,261,1,1
36666,54,4,1,2,0,384,1,0
30042,53,1,0,0,0,255,1,0
30212,39,9,1,1,0,994,0,0
24603,47,9,1,1,0,734,1,0
16237,49,10,0,1,0,-214,1,0
627,54,9,0,1,0,21,1,0
23067,47,6,1,2,0,1245,0,0
27553,58,4,1,2,0,1602,0,0
18814,48,10,1,1,0,1811,1,0
933,39,1,1,1,1,-345,1,0
18630,32,1,1,1,0,139,1,1
28777,27,4,2,2,0,1277,0,0
30329,49,2,0,1,0,32,0,0
20392,31,9,2,1,0,433,0,0
13784,41,9,1,1,0,-215,0,1
7752,49,4,1,2,0,1216,1,1
30160,31,4,0,2,0,106,1,0
15291,34,9,1,1,0,652,1,1
37269,21,1,2,1,0,292,1,1
11953,37,7,1,1,0,1483,0,0
6702,48,0,2,1,0,1150,1,0
39503,34,4,2,2,0,747,0,0
41794,63,5,1,0,0,1084,0,0
38953,44,1,1,1,0,2979,1,0
5104,27,0,2,1,0,392,1,1
18411,32,7,1,1,0,0,0,0
15726,32,7,1,1,0,2196,1,0
39195,32,0,2,3,0,2692,1,0
21999,46,1,1,1,0,3547,0,0
28603,33,0,2,1,0,303,0,0
20033,43,6,1,2,0,3003,0,0
27492,39,9,0,1,0,566,0,0
4990,42,9,0,1,0,2974,1,0
25,44,0,1,1,0,-372,1,0
23883,39,4,0,2,0,115,0,0
43230,64,5,1,1,0,1220,0,0
23018,44,4,2,1,0,813,0,0
16786,40,9,1,1,0,203,1,0
20982,57,11,1,0,0,270,0,0
9855,35,4,1,2,0,1012,0,0
17067,27,4,1,2,0,159,1,0
35196,47,7,1,1,0,1629,1,0
12067,39,1,1,1,0,-1002,1,0
31844,42,1,1,1,0,3168,1,0
7943,53,1,1,1,0,1103,1,1
35602,54,1,1,1,0,1223,1,0
9193,36,6,1,1,0,4579,1,0
7836,40,4,2,2,0,402,1,0
7009,40,0,1,1,0,2,0,0
3097,51,3,1,0,0,289,0,0
44027,30,8,2,1,0,314,0,0
42918,58,10,1,1,0,1625,0,0
3545,50,3,1,0,0,395,1,0
42514,52,9,1,1,0,195,1,0
3464,25,8,2,1,0,1139,1,0
44946,28,4,2,2,0,616,1,0
7233,40,0,1,1,0,0,1,1
42448,29,9,2,2,0,2489,1,0
14678,48,0,1,1,0,3064,1,0
44607,34,2,1,1,0,4659,1,0
8817,27,4,2,2,1,-713,1,0
10278,37,4,2,2,0,8828,0,0
31439,32,7,1,1,0,2833,1,0
8753,23,8,2,1,0,4409,1,0
36849,36,1,1,1,0,98,1,0
28881,31,0,0,1,0,217,1,0
34,51,4,1,2,0,10635,1,0
34740,49,1,1,1,0,2039,1,0
12105,44,4,1,2,0,786,1,0
11243,53,6,1,2,0,235,0,0
13257,31,0,2,1,1,4,1,1
29698,45,4,1,2,0,1199,0,0
34001,46,7,1,1,0,4,0,0
7035,30,1,1,0,1,0,1,1
40227,41,4,2,1,0,764,0,0
40503,32,4,2,2,0,0,0,0
21247,49,1,1,0,0,154,1,0
39682,37,0,1,1,0,7,1,0
24930,35,1,1,0,0,2732,1,0
231,31,7,1,1,0,388,1,0
1603,35,4,1,2,0,14,1,1
28141,29,1,2,1,0,1296,1,1
31727,35,4,2,2,0,714,1,0
30176,69,4,1,2,0,840,0,0
38084,38,6,1,1,0,215,1,0
15440,51,4,1,2,0,-714,0,0
11641,43,9,0,1,0,6835,0,0
8914,26,9,2,2,0,1118,1,0
2707,41,1,1,0,0,3140,1,0
1621,35,9,1,1,0,19,1,0
38074,48,1,1,0,1,-50,1,0
23738,36,4,1,2,0,918,0,0
39016,29,7,2,1,0,-287,1,0
32813,36,4,1,2,0,696,0,0
45160,35,9,1,1,0,0,1,0
41086,41,0,0,1,0,220,1,0
6850,47,4,1,1,0,490,1,0
20956,54,7,1,1,0,869,0,0
33938,37,1,1,1,0,1330,0,0
41984,52,9,1,1,0,1373,0,0
11804,41,9,1,2,0,0,0,0
43182,36,9,2,1,0,1407,0,0
6843,41,1,2,1,0,1621,1,0
859,33,7,0,1,0,392,1,1
5906,33,7,1,1,0,0,1,0
15490,31,7,2,1,0,24,0,0
35944,39,7,1,1,0,-762,1,1
18134,54,10,0,1,0,3721,1,0
24346,48,4,2,2,0,8106,0,0
33250,41,0,1,1,0,67,0,0
20976,58,5,1,1,0,2553,0,0
38854,41,1,1,0,0,-75,1,0
29039,47,9,1,1,0,332,1,0
4195,42,4,1,2,0,365,1,0
1689,35,1,1,1,1,-198,1,0
13204,29,9,2,1,0,359,1,0
19778,45,1,1,1,0,162,0,0
40348,42,9,1,1,0,1539,0,0
24907,35,9,2,1,0,7530,0,0
40208,35,4,1,2,0,925,0,0
7184,55,4,1,2,0,505,1,1
37515,37,1,1,1,0,121,1,1
5236,35,1,1,0,0,994,1,0
36061,35,4,2,1,0,356,1,0
18586,52,9,1,1,0,-1,0,1
20194,43,4,2,2,0,0,0,0
9005,35,4,1,2,0,-640,1,1
4650,59,1,1,1,0,0,1,0
24527,59,4,1,2,0,1783,0,1
15336,36,4,1,2,0,1584,1,0
28863,47,9,0,1,0,1194,1,1
24361,40,9,0,2,0,1871,1,0
33448,32,4,2,2,0,1831,1,0
20872,56,3,1,0,0,19,0,0
31126,24,1,2,1,0,167,0,1
3626,31,4,2,2,0,635,1,0
11163,60,5,1,1,0,1524,0,0
9273,51,7,1,3,0,518,0,0
34948,32,0,1,1,0,552,1,0
9201,40,10,1,1,0,1779,1,0
1937,29,1,1,0,0,608,1,0
2361,34,1,2,0,0,2146,1,0
21915,37,9,1,1,0,-318,0,0
5726,46,1,1,1,0,0,1,0
26918,37,2,1,1,0,680,1,1
28749,42,7,1,0,0,473,1,0
34192,36,4,1,2,0,130,0,0
6143,39,4,2,2,0,-50,1,0
39095,29,7,2,1,0,40,1,0
9121,50,4,1,3,0,3304,0,0
21327,33,9,1,1,0,804,0,1
42393,60,5,0,2,0,4,1,0
17300,44,1,1,1,0,215,0,1
20129,35,9,2,1,0,14,0,0
6005,59,7,1,1,0,-22,1,0
27599,39,2,1,1,0,1171,0,1
27065,34,4,1,2,0,997,1,1
42887,35,9,2,2,0,144,1,1
39021,30,4,1,2,0,168,1,0
15630,37,9,0,1,0,79,0,0
26752,30,4,2,2,0,19796,0,0
1105,43,0,1,2,0,1924,1,0
32870,29,1,1,1,0,297,1,0
311,54,9,1,3,0,851,1,0
15890,38,9,2,2,0,378,1,0
6711,31,1,2,0,0,-443,1,0
23223,42,9,0,1,0,324,1,0
39677,26,0,2,1,0,2509,0,0
30032,53,1,1,0,0,2135,0,0
43224,30,1,1,0,0,201,1,0
24246,40,4,1,2,0,8969,1,0
13101,34,1,1,0,0,-480,1,1
256,59,2,0,1,0,901,1,0
26269,32,1,1,0,0,187,0,0
2487,48,4,1,2,0,618,0,0
35689,49,9,1,2,0,-129,1,0
3661,31,0,2,1,0,0,1,0
44496,33,4,1,2,0,1514,0,0
28967,47,9,0,1,0,129,0,0
28564,36,7,2,1,0,948,0,1
31148,37,9,2,1,0,1130,0,0
20164,50,1,1,0,0,2167,0,0
12757,43,7,1,0,0,29,0,0
14607,36,3,1,1,0,0,0,1
38534,51,1,1,0,0,129,1,0
24449,44,0,1,1,0,4826,1,0
22997,43,4,0,2,0,-166,1,1
18673,51,4,1,2,0,1990,0,0
38979,33,7,2,1,0,1659,1,0
26054,56,2,1,1,0,196,0,0
28316,45,1,1,0,0,789,0,1
9822,36,4,1,0,0,22856,0,0
10047,47,9,0,1,0,450,0,0
7056,28,4,2,2,0,355,1,1
42888,28,4,2,2,0,5474,0,0
8651,30,9,2,2,0,432,1,1
16923,29,6,2,2,0,162,0,1
8035,38,2,1,1,0,3249,1,0
1235,37,1,2,1,0,134,1,0
1267,36,0,1,1,0,114,1,1
2967,37,9,1,2,1,0,1,0
26058,37,4,1,1,0,510,1,0
34695,43,4,1,2,0,176,1,0
33517,35,1,2,2,0,1011,1,0
32341,42,0,1,1,0,8238,1,1
28013,44,3,1,1,0,122,0,0
36079,37,1,1,0,0,0,0,0
3009,35,1,1,0,0,441,1,0
36674,46,1,1,1,0,66,1,0
7295,33,1,1,1,0,-416,1,0
28305,45,1,1,0,0,487,1,0
44032,33,4,2,2,0,3143,0,0
38427,36,0,1,1,0,1479,0,0
3843,52,9,2,1,0,36,1,0
19325,60,4,0,1,0,151,0,0
24245,46,4,1,0,0,-292,1,0
27130,57,4,1,2,0,17118,1,0
1693,37,1,1,0,0,378,1,0
41148,34,4,2,2,0,5,0,0
23662,36,9,2,2,0,97,0,0
22758,58,1,1,0,0,5188,1,0
6993,56,9,0,1,0,77,1,1
7326,40,1,1,1,0,0,1,1
42639,28,6,2,2,0,1579,0,0
14208,39,2,1,2,0,83,1,0
1514,40,4,1,2,0,570,1,0
15659,56,5,0,2,0,158,0,1
1597,39,1,1,1,0,507,1,0
36257,40,7,1,1,0,51,1,0
15395,39,0,0,3,0,64,1,0
1393,28,1,1,0,0,113,1,0
28645,27,9,2,1,0,223,0,1
